t[s],q_BodyPitch,q_BodyRoll,q_BodyYaw,q_ALShoulder1,q_ALShoulder2,q_ALShoulder3,q_ARShoulder1,q_ARShoulder2,q_ARShoulder3,q_LLHip1,q_LLHip2,q_LLHip3,q_LLKnee,q_LLAnkleRoll,q_LLAnklePitch,q_LRHip1,q_LRHip2,q_LRHip3,q_LRKnee,q_LRAnkleRoll,q_LRAnklePitch,qd_BodyPitch,qd_BodyRoll,qd_BodyYaw,qd_ALShoulder1,qd_ALShoulder2,qd_ALShoulder3,qd_ARShoulder1,qd_ARShoulder2,qd_ARShoulder3,qd_LLHip1,qd_LLHip2,qd_LLHip3,qd_LLKnee,qd_LLAnkleRoll,qd_LLAnklePitch,qd_LRHip1,qd_LRHip2,qd_LRHip3,qd_LRKnee,qd_LRAnkleRoll,qd_LRAnklePitch,qdd_BodyPitch,qdd_BodyRoll,qdd_BodyYaw,qdd_ALShoulder1,qdd_ALShoulder2,qdd_ALShoulder3,qdd_ARShoulder1,qdd_ARShoulder2,qdd_ARShoulder3,qdd_LLHip1,qdd_LLHip2,qdd_LLHip3,qdd_LLKnee,qdd_LLAnkleRoll,qdd_LLAnklePitch,qdd_LRHip1,qdd_LRHip2,qdd_LRHip3,qdd_LRKnee,qdd_LRAnkleRoll,qdd_LRAnklePitch,Tau_BodyPitch,Tau_BodyRoll,Tau_BodyYaw,Tau_ALShoulder1,Tau_ALShoulder2,Tau_ALShoulder3,Tau_ARShoulder1,Tau_ARShoulder2,Tau_ARShoulder3,Tau_LLHip1,Tau_LLHip2,Tau_LLHip3,Tau_LLKnee,Tau_LLAnkleRoll,Tau_LLAnklePitch,Tau_LRHip1,Tau_LRHip2,Tau_LRHip3,Tau_LRKnee,Tau_LRAnkleRoll,Tau_LRAnklePitch,q_ALElbow,q_ALWristRoll,q_ALWristYaw,q_ALWristPitch,q_ARElbow,q_ARWristRoll,q_ARWristYaw,q_ARWristPitch,q_HeadPitch,q_HeadRoll,q_HeadYaw,qd_ALElbow,qd_ALWristRoll,qd_ALWristYaw,qd_ALWristPitch,qd_ARElbow,qd_ARWristRoll,qd_ARWristYaw,qd_ARWristPitch,qd_HeadPitch,qd_HeadRoll,qd_HeadYaw,qdd_ALElbow,qdd_ALWristRoll,qdd_ALWristYaw,qdd_ALWristPitch,qdd_ARElbow,qdd_ARWristRoll,qdd_ARWristYaw,qdd_ARWristPitch,qdd_HeadPitch,qdd_HeadRoll,qdd_HeadYaw
0.0,0.2,0.0,0.0,-0.25,0.1,0.0,0.25,-0.1,0.0,0.0,0.0,-0.33,0.63,0.0,-0.3,0.0,0.0,-0.33,0.63,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7894649476904,-3.0429558780520338e-05,-0.006948682256246896,-11.377967849753167,2.9959686549228373,0.38231353994181183,11.38796607216317,-3.018710696323155,-0.38284225682918566,0.005618983508739461,-0.05403258707337777,-19.93950839288113,66.62321244544657,0.024284250351058745,-33.792871952826914,0.005618937147076508,-0.054032699952715646,-19.968678672407826,66.67587837585958,0.02428423331753038,-33.81927619825191,-19.34586430538593,0.07044104326819808,0.02947272413666842,-9.265045272003896,2.7600720411383666,0.30869009093197325,9.283875618977524,-2.711367839056371,-0.3090604525440736,0.00012017391361653001,-0.03259701557565208,10.529556015631943,5.752571687019622,0.06798184851756549,-0.9776017619907184,0.00012032846536715204,-0.03259698658062427,10.55395741424471,5.72480508951413,0.06798196833147503,-0.9915805063211716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.20147894649476905,-3.042955878052034e-09,-6.948682256246897e-07,-0.25113779678497533,0.1002995968654923,3.8231353994181184e-05,0.25113879660721633,-0.10030187106963231,-3.828422568291857e-05,5.618983508739462e-07,-5.403258707337777e-06,-0.3319939508392881,0.6366623212445447,2.4284250351058747e-06,-0.3033792871952827,5.618937147076509e-07,-5.403269995271565e-06,-0.3319968678672408,0.6366675878375859,2.428423331753038e-06,-0.3033819276198252,0.147894649476904,-3.042955878052034e-07,-6.948682256246896e-05,-0.11377967849753168,0.029959686549228374,0.0038231353994181184,0.1138796607216317,-0.030187106963231552,-0.0038284225682918564,5.6189835087394614e-05,-0.0005403258707337778,-0.1993950839288113,0.6662321244544657,0.00024284250351058745,-0.33792871952826914,5.6189371470765085e-05,-0.0005403269995271565,-0.19968678672407827,0.6667587837585959,0.0002428423331753038,-0.33819276198251913,2.9968080698414745,0.009731359670775985,0.002989801205317777,-2.0713208573932054,0.052745001004964154,0.07170119754300486,2.0747062696226237,-0.03733385910815734,-0.07171466227278644,0.001008573976477578,-0.003360150326264133,0.025965018876377144,16.21244552234498,0.005617727559553032,-10.585802593793915,0.0010088458781254417,-0.0033602757127919602,0.02860449474900406,16.20696553334693,0.005617960403768052,-10.583484228543057,-27.94845111108478,0.0506959169250707,0.027980924237272508,-6.43818880677813,2.20582467301288,0.2120452402294839,6.451638604635331,-2.1598789065214463,-0.21240775793136304,-0.0013194983289337102,-0.02340402672241506,7.000605695950512,-30.29069776198542,0.054908765228368885,-14.340422113451082,-0.0013192120744897429,-0.023404010950614958,7.022550546641916,-30.314413506745232,0.054908927531600385,-14.351856190157097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.20325757379652223,9.670500553214945e-07,-1.0907563307176016e-06,-0.25248272565568997,0.10060446823108507,8.363282774266285e-05,0.2524850638413949,-0.10060747552517545,-8.373991759311577e-05,1.2246540993956503e-06,-1.1142532447301968e-05,-0.3339853051766886,0.6449458870413238,5.418622826167052e-06,-0.30781715464994475,1.2246720172278459e-06,-1.1142567561822326e-05,-0.3339908752850067,0.6449558722285066,5.418642703882882e-06,-0.3078222036625047,0.17786273017531876,9.700930111995466e-05,-3.9588810509291194e-05,-0.13449288707146373,0.030487136559278014,0.004540147374848167,0.13462672341785795,-0.030560445554313125,-0.004545569191019721,6.62755748521704e-05,-0.0005739273739964191,-0.19913543374004752,0.8283565796779154,0.00029901977910611776,-0.4437867454662083,6.627783025201951e-05,-0.0005739297566550761,-0.19940074177658823,0.8288284390920652,0.0002990219372129843,-0.4440276042679497,-0.9166810969920078,0.00422394398251319,0.0033435565408440615,-0.9423581731638784,-0.11175878677861961,0.03227086196301321,0.9438636771273341,0.12465933611076663,-0.032305742783873326,0.00015663725596759548,-0.0019753747421940027,0.838688091458323,4.347107415685798,0.0034385476558469463,-4.004981075343494,0.0001568091217123424,-0.0019754391653092895,0.8407167214679134,4.343844328186719,0.003438688532021672,-4.003827743926649,-25.95230177525734,0.04330327789899676,0.024090052191516317,-5.750297074424617,2.3991677232014994,0.18790581966045625,5.762140258555215,-2.367463290821989,-0.18824518057171483,-0.001480951525587057,-0.02096587924892391,3.5857833791562355,-41.06207590274048,0.0480833728893196,-17.900733858569,-0.0014805779914884082,-0.0209658728681409,3.6041939963445833,-41.0808208065026,0.048083551173501354,-17.90964795998726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03,0.20494453298857623,2.35953746477236e-06,-1.1522887817261074e-06,-0.253921890343721,0.10089816371799999,0.00013226138768744584,0.25392571744328624,-0.1009006140471075,-0.0001324261837817003,1.9030735735141136e-06,-1.707934366148556e-05,-0.33589279070494327,0.6536641635796716,8.752675382812925e-06,-0.31265552021214116,1.9031312319192753e-06,-1.7079409044904018e-05,-0.3359008110306258,0.6536785410522459,8.752730929214891e-06,-0.31266286247957686,0.16869591920539867,0.00013924874094508656,-6.153245100850579e-06,-0.14391646880310252,0.029369548691491817,0.004862855994478299,0.1440653601891313,-0.02931385219320546,-0.004868626618858454,6.784194741184635e-05,-0.0005936811214183592,-0.1907485528254643,0.8718276538347735,0.0003334052556645872,-0.4838365562196432,6.784592146914293e-05,-0.0005936841483081689,-0.1909935745619091,0.8722668823739324,0.00033340882253320105,-0.4840658817072162,-0.9811583320817334,0.002657825243462586,0.002953901030829459,-0.8262725908064592,0.012436879758478625,0.027769916682124363,0.8275995849542035,-0.004666302399555011,-0.027813723803001844,-2.7878250779878044e-05,-0.0017728752580612461,0.6211462116309576,1.2269498097717815,0.0028675006032363726,-1.9424865792966557,-2.769536582825083e-05,-0.0017729393944689864,0.6228518525840627,1.224509856538134,0.0028676455075995477,-1.9417378834666579,-22.444747546824107,0.03957704341237909,0.02053914820762298,-4.891424342516862,2.4258353784361657,0.15866122568460972,4.90242303734809,-2.4034854768618397,-0.15897509560612005,-0.0011295292993492216,-0.018854404040491168,1.1661159213420567,-45.11342933897013,0.04240164046598207,-18.98118812085535,-0.0011290969476869031,-0.01885440390116283,1.1812860476161575,-45.128208129001315,0.04240182596978656,-18.988034354261945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0.20653337634742205,4.017807398569485e-06,-9.184311296516673e-07,-0.25544368229083264,0.10119310289289075,0.00018366693930044127,0.25544913100367295,-0.10119421919927951,-0.00018389382235058503,2.5787052225545894e-06,-2.3193442401475276e-05,-0.3377381616120348,0.6625051350989966,1.2373477999782435e-05,-0.31768813443226723,2.5788209100278797e-06,-2.3193544467432606e-05,-0.3377484615909865,0.662523660861639,1.2373583705306857e-05,-0.3176976950849957,0.15888433588458134,0.0001658269933797124,2.338576520744401e-05,-0.15217919471116712,0.029493917489076604,0.005140555161299543,0.15234135603867333,-0.02936051521720101,-0.005146763856888473,6.756316490404757e-05,-0.0006114098739989717,-0.18453709070915472,0.8840971519324913,0.0003620802616969509,-0.5032614220126098,6.756896781086042e-05,-0.0006114135422528588,-0.18476505603606846,0.8845119809393137,0.00036208527760919654,-0.5034832605418827,-0.4153004586277049,0.0018670289851886457,0.0024674697576510807,-0.6643176167870699,0.06960513375986777,0.022151411169705426,0.6657138367694007,-0.0647983199776414,-0.022199113991170805,-2.334289980510107e-05,-0.0015459896660727779,0.3442694343853532,0.31742179901738155,0.002494107108802268,-1.171279741695571,-2.314858490837235e-05,-0.0015460533294255896,0.34577312824029605,0.31532325447705034,0.0024942582549716263,-1.17067285809253,-19.296019274285307,0.03725724741695579,0.01753618796036802,-3.996025479354896,2.3297686325233316,0.1284546724638899,4.006128561015679,-2.3129155854131995,-0.1287389692953165,-0.0007526853851220011,-0.016949917121975674,-0.5873395132747361,-47.14835038169403,0.03720820420508174,-19.35935101722159,-0.0007522159609516432,-0.016949923528385456,-0.5751679222715063,-47.159547784357045,0.03720839168045148,-19.36435310129554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0.2080806896604051,5.8627802308854735e-06,-4.3782650181211905e-07,-0.257031905999623,0.10149500258115751,0.00023728763203040727,0.2570391159477366,-0.10149430418344929,-0.00023758137231858682,3.252002581614555e-06,-2.946214010807227e-05,-0.3395491055756878,0.6713778487982232,1.624369132763217e-05,-0.3228378766265629,3.2521957296456467e-06,-2.9462285222903754e-05,-0.33956153483852314,0.6714003129964798,1.6243862306895986e-05,-0.3228495949762238,0.1547313312983043,0.00018449728323159887,4.806046278395482e-05,-0.1588223708790378,0.03018996882667528,0.005362069272996597,0.15899849440636732,-0.030008498416977426,-0.005368754996800181,6.732973590599656e-05,-0.0006268697706596994,-0.1810943963653012,0.8872713699226651,0.0003870213327849736,-0.5149742194295656,6.73374819617767e-05,-0.0006268740755471147,-0.1813073247536655,0.8876652134840842,0.0003870278601589128,-0.515189989122808,0.1585816515605103,0.0012998570013977861,0.0020356106980106148,-0.4648101154483282,0.07228238500891582,0.015417390875345438,0.46619963053546165,-0.06901705641767242,-0.015465190731684286,1.351652338854592e-05,-0.001282525394308287,0.1258795420465617,0.026366895896785536,0.002155017035690321,-0.8196675363024042,1.3717080204145304e-05,-0.001282587217021458,0.1272336165804404,0.02446272753820722,0.002155172269937111,-0.8191244910547084,-16.777099566039972,0.03582096809506063,0.015038703498363204,-3.2238056836733215,2.1971316847562568,0.10246157989517746,3.2329470107641267,-2.18370653179466,-0.10271460200157381,-0.00045179221917814873,-0.015324603477343893,-1.901223888227448,-48.48517668218774,0.03240250717512333,-19.51789258701693,-0.00045130144181816705,-0.015324619019496416,-1.891865563347807,-48.492969122980135,0.03240269427517472,-19.521186941379145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.2096438611385442,7.83773876334124e-06,2.463391958284906e-07,-0.2586666107199582,0.10180413050792515,0.0002924500638479078,0.2586757208548538,-0.10180129087326083,-0.00029281544135975704,3.926651593013376e-06,-3.5859090354100094e-05,-0.3413474615851361,0.6802531991870395,2.032940635905094e-05,-0.3280695855744888,3.926942257283828e-06,-3.585928470007705e-05,-0.34136188472440177,0.6802794114040746,2.0329658135478825e-05,-0.32808340731655733,0.1563171478139094,0.00019749585324557674,6.841656976406097e-05,-0.16347047203352108,0.03091279267676444,0.005516243181750051,0.16366049071172192,-0.03069866898115415,-0.005523406904117024,6.746490113988202e-05,-0.0006396950246027823,-0.17983560094483558,0.887535038881633,0.00040857150314187684,-0.5231708947925896,6.747465276381816e-05,-0.0006396999477173293,-0.1800349885878611,0.8879098407594663,0.00040857958285828394,-0.5233812340333551,0.6315180097961743,0.0008718085774971351,0.001674325943746835,-0.28104370686508773,0.05265697220626597,0.009252195678926212,0.2823531399971184,-0.050250150967544815,-0.009297925986771594,5.152950735975992e-05,-0.001030816338387197,-0.03519792606977035,-0.07989348879488034,0.0018500815600646092,-0.6249545154810221,5.173259515700579e-05,-0.001030875496306649,-0.03396850851277122,-0.08165201456006344,0.0018502391693004938,-0.6244521335188438,-14.830659815144925,0.035059107774077364,0.0129693460616216,-2.613882817637717,2.070165367246532,0.08193333034438942,2.6220838916521343,-2.059062937588122,-0.0821557365254555,-0.00023857225625962758,-0.013989405090784177,-2.907942007017541,-49.52629990620401,0.02793694156117508,-19.596179117480418,-0.00023807102407863721,-0.013989434010144245,-2.9012492083227097,-49.53079174530165,0.027937128400358998,-19.597867489583503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07,0.2112701844176629,9.89987815354672e-06,1.0979374878437838e-06,-0.26032941981097996,0.10211852413191343,0.0003485377152333009,0.2603405610759707,-0.10211330257816913,-0.00034897930299960443,4.6064535551481715e-06,-4.2359122233966634e-05,-0.34314933738719144,0.6891205602269763,2.460012954647617e-05,-0.33336378997396277,4.60686204443771e-06,-4.2359371726881006e-05,-0.34316563146113166,0.6891503446102132,2.4600477880991714e-05,-0.3333796648702428,0.16263232791187116,0.0002062139390205481,8.515982920152931e-05,-0.16628090910217197,0.0314393623988271,0.005608765138539314,0.1664840221116931,-0.031201170490829596,-0.00561638616398474,6.798019621347962e-05,-0.0006500031879866543,-0.1801875802055333,0.8867361039936842,0.00042707231874252296,-0.5294204399473998,6.799197871538821e-05,-0.0006500087026803957,-0.18037467367298882,0.8870933206138657,0.0004270819745512889,-0.5296257553685436,1.0018404678060264,0.0005603100485572776,0.0013752705175791857,-0.1314338642894981,0.027905067553200436,0.004241235078203287,0.13262939385536576,-0.026035913395141552,-0.004283875454202057,8.551035799797546e-05,-0.0008114915467976047,-0.15215662731918655,-0.126438667016032,0.0015845247236967452,-0.5013784507498258,8.571354418052124e-05,-0.0008115476558190338,-0.15103821494352587,-0.12806932354203582,0.0015846836337232162,-0.5009105226884003,-13.347959337972911,0.03482967985014734,0.011260330823512344,-2.1517820782944965,1.9632557995071782,0.06636840744751543,2.1591181152591186,-1.953822407733676,-0.06656220027051672,-0.00010673384085598373,-0.01291673695915377,-3.6893694344088344,-50.410064595177246,0.023761556805553453,-19.63797574691135,-0.0001062292775330667,-0.012916784700685096,-3.685218545391532,-50.41133269560061,0.02376174546443846,-19.638143940482127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.21299669174356223,1.201804854860793e-05,2.0870628316169956e-06,-0.2620053722884306,0.10243570826265702,0.0004050494901265144,0.2620186642364732,-0.10242791787441693,-0.000405571552184872,5.294806553082765e-06,-4.894030326851294e-05,-0.3449664288519787,0.6979752774002116,2.9029305206271073e-05,-0.33870813221851176,5.295353186009645e-06,-4.8940613519266866e-05,-0.3449844820193559,0.6980084708839976,2.9029765989876924e-05,-0.3387260134761971,0.1726507325899314,0.00021181703950612086,9.891253437732117e-05,-0.16759524774506696,0.0317184130743591,0.005651177489321347,0.16781031605024677,-0.031461529624781014,-0.005659224918526761,6.883529979345937e-05,-0.0006581181034546304,-0.18170914647872516,0.8854717173235239,0.0004429175659794904,-0.5344342244548981,6.884911415719343e-05,-0.000658124179238586,-0.18188505582242406,0.8858126273784453,0.0004429288108885211,-0.5346348605954276,1.2877465245000579,0.0003467161067722824,0.0011292690452403553,-0.016313699854713093,0.005004734717247494,0.00038711311280192895,0.017386807857974418,-0.0035079646453715085,-0.0004262777768799797,0.00011476072117488911,-0.0006276971222733962,-0.23590836573862362,-0.1513402735092768,0.0013563621458132502,-0.4173530406321788,0.00011496243745412471,-0.0006277500694462645,-0.23489170615386,-0.15285080431556253,0.0013565217380602235,-0.4169186262529365,-12.228704181234704,0.03501959074041796,0.009855875305364154,-1.8092713149401458,1.8784565794647867,0.05481718898332952,1.8158380020266425,-1.8702580448041755,-0.05498497109618243,-4.702558685548928e-05,-0.012068214687090566,-4.300862194908212,-51.19299774581699,0.019827236364480513,-19.65884343247811,-4.652196566543269e-05,-0.012068287588126935,-4.299147209930592,-51.191106048654696,0.019827430437066786,-19.657567883598894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09,0.21485197372191156,1.4170890554346367e-05,3.1891150799142427e-06,-0.2636829561358668,0.10275339286687234,0.00046159997633100805,0.26369850607776146,-0.10274288396712929,-0.0004622064291478276,5.994635623134848e-06,-5.558425401528658e-05,-0.34680711115333984,0.7068148605460959,3.3594117080647305e-05,-0.34409420976712396,5.995340571326992e-06,-5.5584630318597354e-05,-0.3468268217481955,0.7068513120773505,3.359470627256816e-05,-0.3441140539447766,0.185528197834932,0.0002152842005738437,0.00011020522482972472,-0.1677583847436141,0.03176846042153158,0.005655048620449366,0.1679841841288265,-0.03149660927123473,-0.00566348769629556,6.998290700520827e-05,-0.0006643950746773644,-0.1840682301361114,0.8839583145884311,0.0004564811874376229,-0.5386077548612198,6.999873853173467e-05,-0.0006644016799330487,-0.18423397288396268,0.8842841193352897,0.0004564940282691233,-0.538804046857957,1.5081337947348246,0.00021282677936051986,0.0009289054189549617,0.06954713865495954,-0.01385295244761009,-0.0024872174202379416,-0.06859275105112772,0.015075182740799331,0.0024515835950025266,0.0001392326421978396,-0.0004760069321054772,-0.29449788147087474,-0.16697862725482082,0.0011602980848692823,-0.35899850527039234,0.00013943192063692322,-0.0004760567661987736,-0.2935754943869142,-0.16837340850776172,0.0011604580463711045,-0.35859823493706244,-11.39130662045031,0.035538193746921305,0.00870925870601301,-1.5588628316174873,1.81329088964617,0.04635817732898539,1.564758390426065,-1.8060133817663926,-0.04650273262880099,-5.0127909380342e-05,-0.011406900779705118,-4.782287058567448,-51.9035019276681,0.016090100421477224,-19.6653900125018,-4.962726213551529e-05,-0.011407005869007938,-4.782916619737038,-51.89850619171866,0.016090304687933467,-19.662740193228792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
