t[s],q_BodyPitch,q_BodyRoll,q_BodyYaw,q_ALShoulder1,q_ALShoulder2,q_ALShoulder3,q_ARShoulder1,q_ARShoulder2,q_ARShoulder3,q_LLHip1,q_LLHip2,q_LLHip3,q_LLKnee,q_LLAnkleRoll,q_LLAnklePitch,q_LRHip1,q_LRHip2,q_LRHip3,q_LRKnee,q_LRAnkleRoll,q_LRAnklePitch,qd_BodyPitch,qd_BodyRoll,qd_BodyYaw,qd_ALShoulder1,qd_ALShoulder2,qd_ALShoulder3,qd_ARShoulder1,qd_ARShoulder2,qd_ARShoulder3,qd_LLHip1,qd_LLHip2,qd_LLHip3,qd_LLKnee,qd_LLAnkleRoll,qd_LLAnklePitch,qd_LRHip1,qd_LRHip2,qd_LRHip3,qd_LRKnee,qd_LRAnkleRoll,qd_LRAnklePitch,qdd_BodyPitch,qdd_BodyRoll,qdd_BodyYaw,qdd_ALShoulder1,qdd_ALShoulder2,qdd_ALShoulder3,qdd_ARShoulder1,qdd_ARShoulder2,qdd_ARShoulder3,qdd_LLHip1,qdd_LLHip2,qdd_LLHip3,qdd_LLKnee,qdd_LLAnkleRoll,qdd_LLAnklePitch,qdd_LRHip1,qdd_LRHip2,qdd_LRHip3,qdd_LRKnee,qdd_LRAnkleRoll,qdd_LRAnklePitch,Tau_BodyPitch,Tau_BodyRoll,Tau_BodyYaw,Tau_ALShoulder1,Tau_ALShoulder2,Tau_ALShoulder3,Tau_ARShoulder1,Tau_ARShoulder2,Tau_ARShoulder3,Tau_LLHip1,Tau_LLHip2,Tau_LLHip3,Tau_LLKnee,Tau_LLAnkleRoll,Tau_LLAnklePitch,Tau_LRHip1,Tau_LRHip2,Tau_LRHip3,Tau_LRKnee,Tau_LRAnkleRoll,Tau_LRAnklePitch
0.0,0.2,0.0,0.0,-0.25,0.1,0.0,0.25,-0.1,0.0,0.0,0.0,-0.33,0.63,0.0,-0.3,0.0,0.0,-0.33,0.63,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.401102176869461,2.938021009813067,2.9647224558652416,-3.9060843787207484,3.8938328894919874,0.11543925665515106,7.122710336439448,-7.451586446828066,-0.2487645059637937,2.682600735732123,8.534306213304102,-44.21390682676584,83.60969059423422,-2.317377845565659,-37.855217671813534,2.6826017754883402,8.53433274621839,-40.9724331758208,72.68483982699888,-2.317383646992681,-31.560460318893433,15.222179482984064,-15.488622430991665,-2.4186506383652198,4.6992968427777475,-0.12313741057439884,-0.1505129319332999,-3.0030692209412333,-8.633805277447804,0.1040716404464205,0.5196208473125055,8.587402749844154,-5.330570969300507,5.8256462610437065,0.6628870854367368,3.2350970851529413,0.31314175904580294,7.925855734642703,-3.6312048892088353,5.833901065626915,-0.012050699015545008,3.009365961963921
0.01,0.20104011021768695,0.00029380210098130667,0.0002964722455865242,-0.2503906084378721,0.10038938328894921,1.1543925665515106e-05,0.25071227103364396,-0.10074515864468281,-2.4876450596379372e-05,0.00026826007357321234,0.0008534306213304103,-0.3344213906826766,0.6383609690594234,-0.0002317377845565659,-0.3037855217671813,0.000268260177548834,0.000853433274621839,-0.3340972433175821,0.6372684839826999,-0.00023173836469926812,-0.30315604603188934,0.10401102176869462,0.029380210098130667,0.029647224558652416,-0.039060843787207485,0.038938328894919876,0.0011543925665515107,0.07122710336439449,-0.07451586446828067,-0.002487645059637937,0.02682600735732123,0.08534306213304102,-0.4421390682676584,0.8360969059423422,-0.023173778455656588,-0.37855217671813535,0.026826017754883403,0.0853433274621839,-0.409724331758208,0.7268483982699888,-0.023173836469926812,-0.31560460318893435,30.11579813372765,-3.7722897514156104,-0.2791715917611667,-6.465489448783076,3.2337496148530525,0.24006681489397752,7.74214859800178,-1.4344032733675163,-0.25897745022263446,0.08484135308898644,3.6017522036244323,-13.452598629595578,70.40709050514725,-2.1818933306470853,-35.63797490600098,0.1000509591428127,3.5960147557199704,-12.718875523719788,68.42482967773928,-2.1742739902002555,-34.43730002144696,5.97172444634943,-20.62757314694455,-4.106265563320286,2.17937366515945,-3.9827261914314307,-0.07381894967427713,-2.9724407586516692,-4.07899107117562,0.09878950606846493,-0.26618493715673563,10.086805881259748,2.837888338989711,9.603253917490663,0.09914848887007292,5.3256057700039605,-0.15207354386238603,10.044034653717546,1.8418898165372786,9.0110428961372,0.46296180550112115,4.939483799697209
0.02,0.20509180024874665,0.0002103752268210523,0.0005650273319969317,-0.2514277658206225,0.10110214153938371,4.709453282042797e-05,0.2521987569270881,-0.10163375761670236,-7.565064621502219e-05,0.0005450042824553233,0.002067036463023264,-0.34018804122831275,0.6537626471693616,-0.0006816649021778403,-0.31113484102496275,0.0005465254510119493,0.002066468024815675,-0.33946637418753617,0.6513794509331737,-0.0006809041284185618,-0.3097558220659234,0.40516900310597115,-0.008342687416025438,0.02685550864104075,-0.10371573827503824,0.0712758250434504,0.003555060715491286,0.14864858934441227,-0.08885989720195583,-0.005077419561864282,0.027674420888211097,0.12136058416928534,-0.5766650545636142,1.5401678109938146,-0.04499271176212744,-0.7349319257781451,0.027826527346311532,0.1213034750193836,-0.5369130869954059,1.4110966950473816,-0.04491657637192937,-0.659977603403404,19.689684471664748,-3.2757680662321476,-0.4565631027505521,-2.1055390396936113,-0.7331698235316162,0.08055404001157457,2.4776562173092795,-0.8155967832115717,-0.09300723639499649,-0.2150321493672891,1.6175537699737959,-6.4825784614976385,55.91006488519522,-1.4326988305472241,-30.892747862852445,-0.19407682974912177,1.610960456152732,-6.8445744115992895,56.53514541684798,-1.42167769405836,-31.050034860299746,-10.09952724775889,-14.402437190277853,-3.9029455210523025,-0.6195872089020306,-5.023289275591492,0.019648656804198125,-0.666465268482549,-4.098375088290631,0.020558405375564394,-0.7724160057860173,8.457989921696543,9.180019777157094,0.2986451087633574,-2.4420927272649577,-2.70181116792266,-0.04098307946208043,8.195709642227788,6.30373013979784,5.292778155818602,-0.1390611072324952,-0.5157008291724838
0.03,0.21111245872697285,-0.00020062845396241687,0.000787926108132284,-0.25267547710734223,0.10174158280746505,9.07005439764983e-05,0.25393300844226313,-0.10260391626704307,-0.00013572556547316466,0.0008002452764007054,0.003442397681713497,-0.34660294962009863,0.6747553317678193,-0.0012748619028538372,-0.32157343506902947,0.0008053830415001525,0.003440598820624784,-0.34551996249865013,0.6711439324253323,-0.0012722376615436916,-0.3194606015859874,0.6020658478226186,-0.04110036807834691,0.02228987761353523,-0.12477112867197436,0.06394412680813423,0.004360601115607031,0.17342515151750507,-0.09701586503407156,-0.006007491925814247,0.025524099394538206,0.1375361218690233,-0.6414908391785905,2.0992684598457667,-0.059319700067599686,-1.0438594044066696,0.025885759048820314,0.13741307958091092,-0.6053588311113988,1.9764481492158614,-0.059133353312512967,-0.9704779520064014,3.598020142823785,-3.1275271466707375,-0.026352143248676185,0.6820286455616351,-1.618669705968305,-0.024960187084193675,-0.6809317916328936,0.08462395794629374,0.015438778121954488,-0.5514231228569315,1.497011090767728,0.001973457342884899,12.97650232252073,-1.6130285929712045,-8.274014347382604,-0.5298870844299586,1.4911523294991582,-0.3167299563649806,13.93165404466626,-1.6009809249694626,-8.630773814246368,-20.87801429554789,-10.179881736246848,-2.826235240282882,-1.808500271059669,-4.11817345925342,0.05223488985245412,0.8817940399620497,-5.155569923517723,-0.033359487741544416,-0.9759526769031177,6.861383897583265,7.877246972143444,-26.86962862523211,-8.241818200902596,-1.172025677011805,0.00551079762836195,6.528664499326065,4.319778808454277,-20.302346696187353,-5.277969510111594,-3.9329554762276695
0.04,0.2174929192194814,-0.0009243848494129598,0.0010081896699427686,-0.2538549855295058,0.10221915710494957,0.00013181053642414924,0.2555991667782749,-0.10356561252158916,-0.00019425660691911167,0.0010003439580603944,0.004967460009480503,-0.35301766066615026,0.6970456665985291,-0.0020293617628269547,-0.33283943054783444,0.0010112519235453599,0.004963844849383809,-0.3516052238054006,0.6923015793219576,-0.0020236692871657674,-0.33002845848747603,0.6380460492508565,-0.07237563954505428,0.02202635618104847,-0.11795084221635802,0.04775742974845118,0.004110999244765094,0.16661583360117613,-0.09616962545460862,-0.005853104144594702,0.02000986816596889,0.15250623277670058,-0.6414711046051617,2.229033483070974,-0.07544998599731173,-1.1265995478804955,0.020586888204520728,0.1523246028759025,-0.6085261306750486,2.115764689662524,-0.0751431625622076,-1.056785690148865,0.6517772846187171,-2.6661030483108643,0.03580412283541534,0.013031917470522458,-1.1755339174612982,-0.004321554141571926,0.0637390263409987,-0.3370330747432666,-0.006665400864610316,-0.5264966221748182,1.2953526541547262,0.2808212226504452,2.191437189067642,-1.5209600839507402,-1.6938510570942071,-0.5030142401705007,1.289617440022539,0.01767477176031207,2.9964021605367748,-1.5069622988899027,-1.969486864383498,-23.229396941558864,-7.133600900750315,-2.4708189443253032,-2.0414751666134983,-3.0916840557425713,0.059916663127919566,1.246044553989476,-5.43345803575023,-0.04400287863449495,-0.9581869900460868,4.963857062063181,7.534530804184361,-33.38793776826651,-10.002334048764645,3.4907718271985506,0.017374857466483,4.65238553122522,3.7773966937843464,-26.80881272048855,-7.175740775477241,0.9091510204713498
0.05,0.22393855744045185,-0.001914751549694589,0.0012320336440367948,-0.2550331907599223,0.10257917801068794,0.000172488373457643,0.25727169901692076,-0.10456101208360957,-0.0002534541884515197,0.0011477929775026013,0.006622057602662982,-0.3594042895899368,0.7195551451481456,-0.002935957631195146,-0.3442748111323488,0.001166819381573517,0.006616052622145088,-0.35768871763497506,0.7137588664346365,-0.002925797142676834,-0.340793264075403,0.6445638220970437,-0.09903667002816292,0.022384397409402623,-0.11782052304165279,0.0360020905738382,0.0040677837033493746,0.1672532238645861,-0.09953995620204129,-0.005919758153240805,0.01474490194422071,0.16545975931824786,-0.6386628923786573,2.2509478549616504,-0.09065958683681913,-1.1435380584514376,0.01555674580281572,0.16522077727612788,-0.6083493829574455,2.1457287112678918,-0.09021278555110662,-1.0764805587927,0.24489980958384905,-2.070971475221919,-0.028721054519264655,-0.18327948253777748,-0.9226135357999354,0.0030858211638253863,0.29812858178627266,-0.6166820903386956,-0.01293910864838782,-0.449836307466569,0.9975262921074659,0.3161269815858532,0.22537810307960626,-1.289018798378038,-0.4216837737367314,-0.42512746120371503,0.9919594705599479,0.01454760478048911,1.0040213654910417,-1.2735235997106429,-0.6726782303992422,-24.0834745318904,-4.505562881786024,-2.3369671752798644,-2.076380235221931,-2.172288371769102,0.0632605713813173,1.224939520504774,-5.1539315793668585,-0.04112673295034267,-0.47436655511087766,3.5296126974844406,7.599961662571034,-35.12052076549705,-8.598306651403528,5.20667841230112,-0.11028756200813264,3.424734026010237,3.815248304210385,-28.70393932133511,-7.617761817200891,2.724623578017819
0.06,0.23040868564238068,-0.0031122153974984103,0.0014530055126788946,-0.2562297239385926,0.10284693756284634,0.0002134747926075193,0.25897404411374525,-0.10561807985466386,-0.0003139456808487665,0.0012502583661981516,0.008376407825056206,-0.3657593058155648,0.74208716150807,-0.003971455379401141,-0.3557523600942369,0.0012798740934813028,0.008367456341962362,-0.36377075670407144,0.7353165556838646,-0.003955277358158964,-0.3516253374863699,0.6470128201928822,-0.11974638478038212,0.022097186864209976,-0.11965331786703057,0.026775955215838844,0.004098641914987628,0.17023450968244883,-0.10570677710542824,-0.006049149239724684,0.01024653886955502,0.1754350222393225,-0.6355016225627987,2.2532016359924465,-0.1035497748205995,-1.1477548961888049,0.011305471190778571,0.17514037198172736,-0.6082039069096405,2.155768924922802,-0.10294802154821306,-1.0832073410966925,0.17296613669319072,-1.575016988149202,-0.0728599567824304,-0.27456203361219167,-0.6947603031063689,0.007027700586822783,0.3566590581866471,-0.6605875269639757,-0.01395076973854037,-0.39303041403917405,0.7727840719234109,0.3589630462790865,-0.1704529856526733,-1.0904171743168263,-0.1551812046550367,-0.367878812523486,0.7676354776887422,0.043523167788805495,0.5588703393753462,-1.073912390912028,-0.372630277426083,-24.755952022826047,-2.4856619766647157,-2.2094059364402243,-2.1262378405287974,-1.382526244796905,0.06679898207393266,1.1827134100042245,-4.682985197238996,-0.038082368191735216,-0.13227485261023678,2.4197352180940612,7.717647888490483,-35.75283474371603,-7.158529881632856,6.204758515933213,-0.110068449538588,2.4223007925843985,4.083488674881047,-29.738253393884417,-7.153895187198864,3.886935034150382
0.07,0.23689611045797881,-0.004467180944117152,0.0016666913856427513,-0.2574537133206241,0.10304522108469409,0.00025516398181607786,0.2607120551163884,-0.10674120637841454,-0.0003758322502198674,0.0013134207134897844,0.010208036454641772,-0.3720784257365649,0.7646021325694292,-0.005115994845038819,-0.3672454271765904,0.00135614092413674,0.01019562360954851,-0.36984844345638895,0.7569301319670301,-0.005092148812732298,-0.36249467392507945,0.6487424815598141,-0.13549655466187413,0.02136858729638567,-0.12239893820315248,0.019828352184775154,0.004168918920855856,0.1738011002643153,-0.11231265237506799,-0.006188656937110087,0.006316234729163279,0.1831628629585566,-0.6319119921000079,2.2514971061359197,-0.11445394656376777,-1.1493067082353552,0.0076266830655437115,0.18281672675861477,-0.6077686752317525,2.1613576283165554,-0.11368714545733334,-1.0869336438709534,0.11936916465172942,-1.1608661594734566,-0.10986489408177214,-0.36143639696636676,-0.5148436778961255,0.010740981678554251,0.40469685655395926,-0.630393485415111,-0.014773102029933705,-0.33964579239244586,0.5807084391974229,0.4228229678615776,-0.2558616811339789,-0.9099947837535183,-0.10489648613565805,-0.31433586853671613,0.5761067816498269,0.09874522157656429,0.4189639198143027,-0.8926952211727439,-0.2870008915162998,-25.54491325690729,-0.9388873981104897,-2.0981653287667044,-2.241957109437346,-0.7097621035083221,0.07228409553524788,1.2161733729805224,-4.204906143480932,-0.03780208094907347,0.034306345512989174,1.5516515212156683,7.855325578855863,-36.09851188297052,-5.959816747740928,6.973150602874344,0.05280987350102915,1.555888124248832,4.503277749535314,-30.67428605017247,-5.958197157616383,4.878324902378065
0.08,0.24339547219004212,-0.005938233106683239,0.001869390769198431,-0.2587138463423523,0.10319202023875224,0.00029792726919249183,0.26249053580468695,-0.10792737225070673,-0.0004391961297939616,0.0013426184815421727,0.01209773592814708,-0.37835526336077885,0.787091517462675,-0.0063515337890518485,-0.3787489839075575,0.0014009741679385055,0.01208140155529964,-0.3759162556865488,0.7785856046421771,-0.006318289789422905,-0.3733927104529406,0.6499361732063313,-0.1471052162566087,0.02026993835556795,-0.12601330217281614,0.014679915405813898,0.004276328737641398,0.1778480688298549,-0.1186165872292191,-0.006336387957409424,0.0029197768052388203,0.18896994735053083,-0.6276837624213921,2.24893848932458,-0.12355389440130295,-1.1503556730967117,0.00448332438017655,0.18857779457511303,-0.6067812230159868,2.1655472675146985,-0.12261409766906078,-1.0898036527861164,0.018002610634660243,-0.8562231965883069,-0.11658662300925116,-0.47905745635554986,-0.34411246400777956,0.015159735465373997,0.47838395945468903,-0.564167371567122,-0.01678409244562956,-0.3062218933600036,0.4358498100283157,0.5049293052044561,-0.25184303663331775,-0.7766534074901301,-0.1324260516528284,-0.2808463687870244,0.431910639483263,0.18157167470093327,0.3753509846894758,-0.7586775611262055,-0.28505321092234226,-26.55871942201047,0.25267148348610363,-1.9597704734510266,-2.44292586524805,-0.1531941148991178,0.08004258006490958,1.3764272947717064,-3.8218653750995446,-0.04230367057302136,0.15257034154425062,0.8460653959128374,8.087596294550162,-36.411738691102876,-4.934976230848847,7.638194837501297,0.16674440660196313,0.8519438034160077,5.022749604798824,-31.529540786999593,-4.9367231675988625,5.738146211165211
0.09,0.2498966341831689,-0.007494907588908157,0.002060431490453185,-0.260021885109716,0.1033044081464096,0.0003422065301154432,0.264316854888931,-0.10916995486015563,-0.0005042384186126188,0.0013411940602585605,0.01403102038265522,-0.38458160805447233,0.8095557180522575,-0.007664738073813891,-0.39026578324368993,0.0014177227748615685,0.014010370564999097,-0.3819659107492386,0.800278612415793,-0.007620298522226133,-0.384319252301894,0.650116199312678,-0.15566744822249176,0.01910407212547544,-0.13080387673637164,0.011238790765736102,0.004427926092295138,0.1826319084244018,-0.12425826094489031,-0.006504228881865719,-0.00014244212836121576,0.19332844545081398,-0.6226344693693475,2.246420058958247,-0.13132042847620426,-1.15167993361324,0.0016748606923063063,0.19289690096994566,-0.6049655062689775,2.169300777361593,-0.13020087328032284,-1.0926541848953397,-0.16999769227774664,-0.6256390165546837,-0.10699606645821458,-0.6323102721490654,-0.19039914806775937,0.02060110647522992,0.5992238518666759,-0.5082886785395319,-0.020526716469692258,-0.284291679883097,0.3194870178162006,0.6176974323513207,-0.2373279003513744,-0.6741217104208772,-0.1964224336134066,-0.25890818907885205,0.3163224545408809,0.2982815899912339,0.3495682517678915,-0.6555459434607656,-0.3241625334651417,-27.882621497272442,1.188569580936229,-1.814564843299231,-2.761770221525003,0.3232709282306162,0.09139548248482468,1.6892251078616012,-3.5560105705385916,-0.052224248725256495,0.23907870597777953,0.26079256412972346,8.440662587411131,-36.74169099574588,-4.0417181697626425,8.209142732058046,0.24846074768262136,0.26821898441800146,5.658943523203585,-32.35607284140842,-4.04709002050026,6.479079167863249
